[-0.3950437543068296, 0.4934594344988223]
[0.05556962210874974, -0.045496377780403274]
[-0.2807310171830352, 0.5974444894393669]
[0.6429823493674793, -0.8204842276697204]
[-0.9901127795397765, -0.7691437541383739]
[-0.012504822456960087, -0.9784118769431633]
[0.025947391938126785, -0.015440851489849701]
[-0.340834956597966, 0.5755332175275398]
[0.7628097453078714, -0.9098833096615102]
[-0.9668081692631423, -0.8284389753631332]
[0.045478320253311846, -0.9297289008534818]
[0.06232953140259858, 0.036991323064944015]
[-0.3252909019600798, 0.587965452292215]
[0.7383299477033427, -0.9542829437176981]
[-0.9543729776322954, -0.8035893184779922]
[0.01853510797876267, -0.9907667749293666]
[0.04183381416266953, 0.060925852208643876]
[-0.31286091866026433, 0.5760796924661785]
[0.6722587982914549, -0.8968535109814276]
[-0.9477312810113647, -0.8426974578374169]
[-0.0035511764999201396, -0.915831176455589]
[0.014633348808482105, 0.06142124185102105]
[-0.3099324453107062, 0.6035576273994212]
[0.6608195360202099, -0.8640243281342481]
[-0.9898381287584984, -0.7840089178871834]
[-0.0479216388111069, -0.9196766895273407]
[0.06544770146638669, -0.004157290538916662]
[-0.27628116679708214, 0.5671569431504808]
[0.6337660480233577, -0.9683340512701815]
[-0.9540325699319568, -0.8894806215815063]
[0.06459350736204109, -0.9916349797215444]
[0.0855584333322132, 0.055493123255963964]
[-0.384165131930806, 0.49639610603058015]
[0.7118074937263514, -0.8773676319325401]
[-0.9593467421810986, -0.8230782094749696]
[0.03898181276927331, -0.9729062618993404]
[0.021758318087148003, 0.08139627106311871]
[-0.31796330285746194, 0.578541986635513]
[0.6750949896257502, -0.8248665577118487]
[-0.9293733255056391, -0.8467526086766142]
[0.047470381612006216, -0.8950417533519792]
[0.05010912044631656, 0.05607237554046382]
[-0.3473591744906544, 0.5183987282800238]
[0.7181271735033068, -0.9199862714256463]
[-0.9395231701252522, -0.7811454573887973]
[-0.014162397052952018, -0.9151806466443183]
[0.09683573749951598, 0.06193402496586456]
[-0.27989385356523694, 0.5881042980682152]
[0.6446254277764113, -0.8688290630643737]
[-0.9847225912439999, -0.9177651494984577]
[-0.0006661882777002394, -0.9815648866223007]
[0.09100129752078452, 0.024858130439085736]
[-0.35885420775712523, 0.6011102597070541]
[0.6391763331468352, -0.7930754274665774]
[-0.956986169575769, -0.8832951204480654]
[0.049547596159451784, -0.93815531377232]
[0.1032728789139139, 0.027094912345298237]
[-0.2690021954027136, 0.5696375627677642]
[0.6741120031434009, -0.9011486292154218]
[-0.9894845385947054, -0.7842732059205414]
[0.060404043640425564, -0.9447260027173575]
[0.061050910346604315, 0.11866585934949454]
[-0.29573713799127777, 0.5510036243465336]
[0.6075939099491645, -0.8749549931678925]
[-0.9385209787082548, -0.7691139244682609]
[0.05281109708240181, -0.9564155017629444]
[0.1243634650497453, 0.08085838457877292]
[-0.22982061829319628, 0.595076245529474]
[0.7278248906837603, -0.8468036974367933]
[-0.9837493959900809, -0.815063709535364]
[-0.027059078533922455, -0.97944328869555]
[0.06951684645127246, 0.02364649082550505]
[-0.30163778881117576, 0.5644378472092214]
[0.6409456454065325, -0.879568804287132]
[-0.9915782859572237, -0.8366918798077743]
[0.01728136030866459, -0.9499921154964911]
[0.08781059076501274, 0.15793032021421832]
[-0.2959787501594367, 0.5648713739028793]
[0.6925409438214436, -0.8841665197895041]
[-0.9937079248541005, -0.8895820722431265]
[-0.035607268183281776, -0.9583493750142321]
[0.06383015145120413, 0.013572153266479703]
[-0.3107089436883419, 0.5365603348106881]
[0.6886402441760358, -0.924325468818825]
[-0.9624653936875355, -0.8194626503683953]
[0.028206130032607878, -0.9318671276866849]
[0.07354554453897813, 0.040529940990057176]
[-0.2928519330941461, 0.47377634442848915]
[0.655875647186208, -0.8761807340800692]
[-0.9531941494107429, -0.8550487964467878]
[-0.06822684391108289, -0.9825541303916012]
[0.04728919692597902, 0.031624052829743045]
[-0.2809299141240543, 0.5669904384141842]
[0.7164207539011226, -0.8988219839405603]
[-0.9963798617265858, -0.778175415624125]
[0.0014323993722946977, -0.9792070541362429]
[0.107317658998139, 0.0753886615988881]
[-0.34231839805582126, 0.6128732551776488]
[0.5852011067388916, -0.865738835755122]
[-0.9386106509169188, -0.8801071599930202]
[0.04514636493418813, -0.984823139923146]
[-0.03403741777698302, 0.044773014383998604]
[-0.33002150039876416, 0.5171274459060914]
[0.6599430706096736, -0.8614701647808981]
[-0.9938439564664069, -0.8540809632630059]
[0.01209458872768043, -0.9747520386620915]
[0.03403573116049361, 0.06704770913162464]
[-0.2440838842038599, 0.4747751476903552]
[0.6051076974958065, -0.9133541128119784]
[-0.9940699121466139, -0.8607353631632306]
[0.03645952357338432, -0.9711801156996633]
[0.04727670597068028, 0.02898201596645082]
[-0.3099252291078704, 0.5611648050491895]
[0.6978444792980922, -0.8379976784282491]
[-0.9875208458347718, -0.8588475029298203]
[0.02957940719827397, -0.9994273469812384]
[0.11406495957909615, -0.022321261638958798]
[-0.2887849079945329, 0.5962961447369626]
[0.7135850877943034, -0.9321852861757993]
[-0.9573992943844983, -0.8115123393512661]
[-0.02231910809798618, -0.932406079251856]
[0.13005356626981057, -0.03849530921335899]
[-0.30076614464232426, 0.5517596366230959]
[0.7155633957922829, -0.8474868362879604]
[-0.988216341923183, -0.8595075155785497]
[-0.006659619951243475, -0.9735583997219545]
[0.09722807543042966, 0.001320178495884547]
[-0.2897665677376971, 0.5871684811107423]
[0.6730644467053061, -0.8174450950535473]
[-0.9458012652972176, -0.884172456636927]
[0.05227325151944093, -0.9854183327242734]
[0.027201717673182586, 0.05955244580951143]
[-0.34261428659567433, 0.522574721352954]
[0.6974408881303169, -0.8303904188624741]
[-0.9737269936506088, -0.7772220348182406]
[0.008038073538028392, -0.9394944770096957]
[0.08491176195789031, 0.00954418974149722]
[-0.3491514454075901, 0.5274702229283218]
[0.6319066792156123, -0.8442580174763713]
[-0.9746032236944691, -0.8702059312702182]
[-0.01861644348538338, -0.9353444352832458]
[0.08935542430774185, 0.018318411970161423]
[-0.2576128562621977, 0.4901121755791157]
[0.6709246763305983, -0.9565467524784816]
[-0.9614886078133118, -0.8657266610860265]
[-0.013416940634712167, -0.9509870706211231]
[0.06567174431374986, -0.02896483848202311]
[-0.28220995008067135, 0.588981412549884]
[0.6519046088462532, -0.859128113688739]
[-0.9465013358162429, -0.9367494746799979]
[0.033439328735020646, -0.9262579699106851]
[0.03995184867997775, 0.08141997214284666]
[-0.3039917386925186, 0.6368229154328465]
[0.5911070411638735, -0.8050272770222959]
[-0.9789040576700929, -0.819513530621694]
[0.04442457652260584, -0.9905490535454482]
[0.0707518130948458, 0.03241771851135332]
[-0.2950345104072771, 0.5458291952167306]
[0.7625937820356892, -0.8495119410491269]
[-0.9185650779121308, -0.8462027936452035]
[0.014790549676731157, -0.9256614916996293]
[0.05235488040560053, 0.0348419199684011]
[-0.24096047777702304, 0.5649499508075515]
[0.6731078631653091, -0.8988178003424895]
[-0.9650317322033461, -0.8153606264217367]
[-0.07337450232560078, -0.9635032957477]
[0.06682907421565039, 0.025546155674514362]
[-0.2900504051299516, 0.5798687830332713]
[0.6131309356292568, -0.869671233731781]
[-0.9921827470983651, -0.8658390262564023]
[0.028930736501943048, -0.946234558790516]
[0.07812328325533215, 0.10123533537841328]
[-0.36816814479254956, 0.567994213567717]
[0.6951273604077024, -0.8088174494993117]
[-0.992815093746804, -0.7909195103970594]
[-0.05134025520364333, -0.9503884167887174]
[0.012933861510864675, 0.09292366861171468]
[-0.28716587928631515, 0.5275900335128446]
[0.7441147774511179, -0.8138937640929875]
[-0.9946480843138156, -0.7951901479236264]
[0.13616240404099375, -0.9854198337955077]
[0.12490798718937864, 0.08524129372393463]
[-0.2701404906981101, 0.5253903796129517]
[0.6103696383486245, -0.9006005972575711]
[-0.987954395040398, -0.7695628999634003]
[0.040750027226059304, -0.9393693135859079]
[0.14172546454424068, 0.043159488127327915]
[-0.27367259948254097, 0.5596888634653151]
[0.6669458783378472, -0.8749409304335685]
[-0.9575156284288331, -0.7608044354726005]
[-0.045072490645515134, -0.9405113005216783]
[0.14916955182598451, 0.04737417079049536]
[-0.29249406754832813, 0.5481448785330337]
[0.6792197506006429, -0.8499857173189528]
[-0.9736552016378154, -0.8175174586029736]
[-0.002892051033791589, -0.9955652629335072]
[0.1520229821992542, 0.14413171772189926]
[-0.34934720235424166, 0.6060073263348881]
[0.704586778443087, -0.8512645190432223]
[-0.944629466756064, -0.8427786950063018]
[-0.048411366424562605, -0.9342299423318896]
[0.1452960214241574, 0.019770506663880312]
[-0.2580471635536154, 0.5138760971801668]
[0.6582439122736669, -0.9114731830046177]
[-0.9337239360860601, -0.8183182238427736]
[0.02932072096406475, -0.9764787481603999]
[0.032873382451173404, 0.06023122860716546]
[-0.3473862054203218, 0.6113063309437454]
[0.6294838980667445, -0.9148790464225494]
[-0.9398490203108469, -0.7910973151004155]
[-0.00598284855435639, -0.9664631032264999]
[0.08575776669224222, 0.09222624318421865]
[-0.36376049451849124, 0.5341418219084755]
[0.6539780002972554, -0.752911185290546]
[-0.9590843038730597, -0.8524053872795418]
[0.014471888882983319, -0.944627087676782]
[-0.000874571526577772, -0.04422133780597448]
[-0.3052246060295941, 0.4889620718837696]
[0.6493776985558578, -0.8957092958409344]
[-0.9742464827642134, -0.8235889160459203]
[0.069873341135552, -0.9736862430890412]
[0.03707953991562519, -0.021725335034366633]
[-0.3279583591423429, 0.5345018397739864]
[0.6672188138083086, -0.7829555398616719]
[-0.9988503816226231, -0.8723716455071614]
[-0.012993856548348306, -0.9090191252759603]
[0.06516953366851949, 0.09971538161333937]
[-0.3033617486198636, 0.5580404862678774]
[0.7170224058548426, -0.898814309611855]
[-0.9729288824161562, -0.8700035059426577]
[0.0817876694761679, -0.9533561625941303]
[0.18284194994936165, 0.014477691187645032]
[-0.3184122422198017, 0.5402971595473497]
[0.6589855443631657, -0.8694147307705086]
[-0.9331044153591221, -0.8411945928623378]
[-0.04734863014759588, -0.9911664026200131]
[0.061112018146872206, 0.007609488400687141]
[-0.3080878998178045, 0.5615137137653677]
[0.6675995061995519, -0.9506492150863719]
[-0.9472072023904657, -0.8992357376534139]
[0.05066315995947586, -0.9702670219748134]
[0.16015111340814492, 0.060892771671628806]
[-0.28986509261244087, 0.5480158294732592]
[0.6119701199299338, -0.9308909136745143]
[-0.9876729560266281, -0.8553419216818997]
[-0.03760222582460221, -0.9207716713639449]
[0.0382254764340308, 0.07180059780482063]
[-0.2863017552450089, 0.5005398478387701]
[0.70535734708736, -0.8993950602489191]
[-0.9451600895720438, -0.8402307560768638]
[-0.05495651928927431, -0.847011176385513]
[0.11686560524316243, 0.030331841325941546]
[-0.29568737198651557, 0.5559884472359946]
[0.6944843313116827, -0.8800862359107202]
[-0.99544539488802, -0.8069371446826544]
[0.017069023015197655, -0.9740717558692015]
[0.08870696400611347, 0.04612980242409938]
[-0.31648552488638176, 0.5631535564183954]
[0.5996351592803053, -0.8635313874318838]
[-0.9885716815702246, -0.8542528712261185]
[-0.04072940588148465, -0.9920954937597442]
[0.08782821436521787, -0.005662610053479351]
[-0.3325199674095376, 0.5944565939995343]
[0.6950265570411759, -0.8735147690556798]
[-0.9430370533736148, -0.7969828698119295]
[0.043737883954858565, -0.9156077812750905]
[0.06046226173963184, 0.031898515395966574]
[-0.35276753611027706, 0.5302331070197944]
[0.7121972947980778, -0.8269923301014391]
[-0.9920292148890933, -0.8347758973557838]
[-0.0035313276124513734, -0.9517213992023578]
[0.026470689664018172, 0.0621015162843448]
[-0.29395271865596095, 0.5261270526702589]
[0.7107392571439246, -0.9186841269431453]
[-0.9598170646874564, -0.8499055834630456]
[-0.01557672289523472, -0.9546823198005093]
[0.04950842692012162, 0.10579187667671217]
[-0.3099657527263916, 0.4903658897223596]
[0.5941278038163644, -0.9217745608772406]
[-0.9786767953083166, -0.8488596649574623]
[-0.021980808335667526, -0.9328507089708538]
[0.03926154794895261, 0.047366253868065804]
[-0.2780637308939719, 0.5820689500950732]
[0.6986406413926158, -0.9275529757170765]
[-0.9814552253398009, -0.8309296909375986]
[-0.004915808825007979, -0.9475567866670012]
[0.09551728799678019, 0.0721528086461194]
[-0.2821840567317479, 0.5100711520052104]
[0.6716544457564423, -0.9007256554896231]
[-0.9883562306738569, -0.7947071554716876]
[-0.0694322656755598, -0.9170567590848304]
[0.11544561726631203, 0.04732590698271168]
[-0.22127016595213572, 0.5610847798655318]
[0.6868789543936195, -0.8145086383947685]
[-0.9620274715022102, -0.8707087440767376]
[0.0012700937127857453, -0.9549769023435194]
[0.02195926511073596, 0.008748017596852772]
[-0.30975486834626037, 0.4404571720032126]
[0.67913830678418, -0.9040087559529092]
[-0.9613695853437838, -0.7751473602517367]
[0.003671506768271867, -0.9935956169781669]
[0.05487961830216656, 0.05795339301586658]
[-0.34564115928676975, 0.5767929315693349]
[0.6936564407849501, -0.8387554880176056]
[-0.9910769849618922, -0.8608266248407692]
[0.01176279160945007, -0.9718335874481675]
[0.13578791030499232, 0.048222399458884166]
[-0.31716621584397187, 0.5808396251490353]
[0.7471793245908305, -0.8831840902331565]
[-0.9454300513123561, -0.8004380948167324]
[0.014461048381416696, -0.9669596507953928]
[0.12394458859646659, 0.022103664758690425]
[-0.2979412656428692, 0.47818590334571914]
[0.6326185480488026, -0.828252880994356]
[-0.9035322453483088, -0.8007934760303774]
[0.004489971198252757, -0.9389633653472853]
[0.059094952213587584, -0.033859835598698845]
[-0.3089628573336012, 0.5608840925030767]
[0.6780855818104958, -0.8159830040211672]
[-0.984744852710251, -0.802166448255944]
[0.017433284139888358, -0.9457566637157782]
[0.13764936693800756, 0.07554015424336144]
[-0.3045469680482829, 0.5600496578548394]
[0.6809266765252687, -0.8588013970674779]
[-0.9970069380277206, -0.7960280103637949]
[-0.04070338786201097, -0.9494370510003932]
[0.04944175071369038, 0.0883932772978997]
[-0.3204683409657601, 0.5315257310423804]
[0.6557287106660533, -0.8816760268693415]
[-0.9765380080134552, -0.8986974028692746]
[-0.027595424157281598, -0.9817102509842198]
[0.08254225786805376, 0.03352004386528169]
[-0.29465149305115845, 0.6032317146904678]
[0.7186514269682408, -0.9027443781428993]
[-0.9370015080178394, -0.8347394385340838]
[0.04061737661294137, -0.9816723119043894]
[0.0785209359186432, 0.03732753901732533]
[-0.28987843620349013, 0.6177279161883801]
[0.6399564813695514, -0.8935659159037376]
[-0.9548577614741056, -0.8504352008038638]
[0.09021122702084532, -0.9791695541655976]
[0.1878860866329214, 0.07051817474933766]
[-0.3320338537753148, 0.5201156007900561]
[0.6318174859735429, -0.8977693575098464]
[-0.9770760768232252, -0.8665396537298047]
[-0.022381993790067098, -0.9448217070441626]
[0.10192662375864142, -0.02161821464485375]
[-0.2827127964679064, 0.5864767840252307]
[0.7152434240203807, -0.8258091318577048]
[-0.9646782126272118, -0.8888302753427904]
[0.04204604569063643, -0.9688901496434558]
[0.05609582182245633, 0.07070499328023662]
[-0.24283178405002975, 0.5079800582593322]
[0.6223717287354288, -0.8479302177410303]
[-0.9753807014446235, -0.7939418038543232]
[-0.04865904033411732, -0.943975138001908]
[0.06906738651122157, 0.05119068780971572]
[-0.29350958145217465, 0.5191915508381842]
[0.6841635251683991, -0.8503966638503502]
[-0.9860253399480547, -0.8425055442369233]
[0.001788600541375961, -0.9921387789768042]
[0.13909818166801904, 0.06330193760312644]
[-0.3058140450046006, 0.5924525458887345]
[0.6953036611294475, -0.90648440739977]
[-0.9832942030695121, -0.8090779951793852]
[0.08929743669108525, -0.9687184615915467]
[-0.021776451784130832, 0.04810811025008675]
[-0.26216228930590063, 0.5927127817525989]
[0.6875288707316624, -0.8177045106660732]
[-0.9981528829024453, -0.7892752659297291]
[0.023079892305265096, -0.9824787257393509]
[0.06375995033891342, 0.10724924393004809]
[-0.31094058145442943, 0.565282063355215]
[0.6163059770466319, -0.9047061204926157]
[-0.9747439741853968, -0.8183010118933726]
[0.030465389663311925, -0.9327935087718789]
[0.10011894147110306, 0.06774625600032404]
[-0.23716803373874165, 0.49587212577281986]
[0.6241856618836401, -0.8745063809458526]
[-0.9567484418071504, -0.7989860824953231]
[-0.02968138870439229, -0.9835931454371677]
[0.034471980697345236, 0.04201731510739762]
[-0.3152232958756934, 0.5380987060961828]
[0.6950118623598563, -0.8533170566999736]
[-0.9933067358510326, -0.879265777000243]
[-0.042061798083445734, -0.990881223128233]
[0.05165210812481977, 0.020422031153011354]
[-0.2743219663138013, 0.525287748566511]
[0.6422030680803911, -0.9037038557788071]
[-0.9888534010791353, -0.8414998543443782]
[0.035897429280356954, -0.9051591241632776]
[0.06142687180927703, 0.06770403325052265]
[-0.33512743799728206, 0.5062084023013388]
[0.7023288133533386, -0.9258521035278516]
[-0.989828852207445, -0.8742373260759931]
[0.008515253335421486, -0.9358473755226051]
[0.06342073084721928, 0.04743517882303689]
[-0.2734878224784008, 0.5129490107907908]
[0.6587513806043034, -0.9176633355930984]
[-0.9800255121532304, -0.8516339808350594]
[-0.04141360399692281, -0.9792879009446478]
[0.044317943950020325, 0.0074518101018238025]
[-0.32158619593392923, 0.5913052410684732]
[0.6773744464000965, -0.8652257130481358]
[-0.9874237657580988, -0.8843888526479453]
[0.04631767596515579, -0.9133096979642479]
[0.06513932919336994, 0.06190404075654178]
[-0.3356142163263584, 0.5165869642423501]
[0.6280378748511725, -0.8520959124083605]
[-0.9882099393413434, -0.8160705697470594]
[-0.026185295358395914, -0.9980919285237063]
[0.03945995155430503, 0.06281625008685887]
[-0.28157171989552204, 0.5518115858199675]
[0.6901417343877272, -0.8486337954682582]
[-0.9870115540504325, -0.831092947378714]
[-0.009533443907617251, -0.9458115882329222]
[0.11087575640510261, 0.008694541953404585]
[-0.3733729051073982, 0.5150146811637558]
[0.7205245635596258, -0.8625581373296626]
[-0.9727870545602987, -0.8658202679852564]
[0.046307599333591104, -0.9588906634006292]
[0.09872355420248378, 0.10213621144808371]
[-0.2819122347779034, 0.5780803192353611]
[0.6195070953640867, -0.8492348296115423]
[-0.9947140119664363, -0.8128405125322554]
[-0.02574886170543826, -0.9265513625164961]
[0.09795785693175944, 0.0046929799077911755]
[-0.28574296513071, 0.5485963162224585]
[0.6203220370760725, -0.8827521312128258]
[-0.9995544290186261, -0.8430311839296689]
[-0.02294561317678679, -0.9683248720201005]
[0.02076690800564497, 0.09770540143902727]
[-0.34516359464477153, 0.5039840381875405]
[0.6725063564485134, -0.864618911357486]
[-0.9655625176213656, -0.7973077270734422]
[0.021183549161222427, -0.9574085219373715]
[0.13424358458805824, 0.05140293772243444]
[-0.3575110129261541, 0.5539477582148259]
[0.5929619473807911, -0.8603190076039356]
[-0.9858319161395301, -0.8075289761576017]
